log_q,log_p,x,z
0.8200832443201401,0.76480880864887,-0.04164827423162015,0.9998418224651793
3.0119535430937114,-0.4101921912468151,0.3091156093365673,-0.5372831935655619
2.0099485449580285,-0.5599417094359108,-0.8661188643934116,-0.22538897538592712
0.6930702386323054,-0.22792483539924507,-1.504401368859906,0.1157780112737992
1.3831004003164247,0.35758989451291934,0.18352579333958133,0.08228947408871877
1.993372352302066,-0.17884138700270227,0.27616693662030495,-0.14906473785897043
1.6178331400015344,0.3122505425397349,0.07017144064052197,0.6487312272574922
0.438688389124935,0.8053791547748319,-1.2791881268626049,1.1675575384715986
1.157935630254386,-0.5076713310130486,-1.6968351337369023,0.8390944191087639
1.8320706131153772,-0.3110227788805231,-0.4052826316192964,-0.4763133311762281
3.0181768736142183,-0.32006303660010826,0.36645161702682055,-1.8187375272473947
1.9176636534013727,0.668165377331726,0.9268352691486641,0.10600289887543497
3.68299024465955,-1.3690344851818892,-0.5290857595152906,-2.7834354094089013
1.060361337718985,-0.4885479760759081,-1.5090332550509682,0.6555621496007998
1.3376685149417578,-0.1797333385599904,-1.146631977083239,0.6046471409139812
2.7781928026444724,-0.5936776504943163,-0.5749690879076823,-1.194420436749073
1.7217650228755996,0.06345807860545052,0.6113242680328953,0.5668137718322548
1.4151046932406655,-0.7070170015735925,-1.770766160749518,-0.6514344699244634
-0.03131204416400535,0.38457471019941053,-0.6297982612055845,1.2365815978533419
2.4210915597866016,-1.1226785174838674,-0.7726966831833895,-0.7530616767550449
1.7068610800582968,-0.47658446914616076,-0.10893513095634809,-0.8194827576381917
2.2593167050231067,-0.4368287912211838,-0.34797614533916016,-0.6442876918252612
1.5053579476703907,-0.6283055586797702,-1.004221437034266,0.23091209314998734
2.844689979048961,-0.03664515911424425,0.8176125762084298,-1.01953658615425
0.6806037393871486,1.560956456159024,1.1795786003919644,2.2055136920061567
2.7895278937887173,-0.11874484490679091,0.8810951234293849,-0.36697369253565
0.6490750318771434,0.3219943051005417,0.48805793117276575,1.7128159982818383
1.5237216162530463,0.5497259380629147,0.7720712140884206,-0.28197080007186565
2.597341104192674,-0.16596168482117077,0.46581131207681786,-0.31286432683727733
2.953408761452116,-0.5310130681178885,0.12529333284203711,-0.6971838952760401
2.0134621165710023,-1.4060195355988525,-1.6631241300932245,-0.7468101691127138
1.7136443802135692,0.12188099218151349,0.1691781331285061,0.4266954367376768
0.813113377586775,0.7278919608026836,0.4927635722739002,1.1709968675227214
1.3523744718230302,-0.12139514059859585,-0.53162452420258,0.1028609760359844
2.730080678884975,0.34119962109442703,0.8892884985419703,-0.8760866906972019
1.7750338716795224,-0.10325795149706199,0.029892852624846845,0.20608133802595563
1.4662532082671187,-0.25066498675138765,-1.1168542742340033,-0.7762060667895943
3.3112805375807994,-0.027173715686105604,1.0354062879500672,-2.626348592912207
